12480 2
crisanti 1.598157 -0.777605
period 1.354877 0.194127
delayed 0.492717 0.418176
d 1.504999 -1.593353
pessimists 0.207355 -0.386700
cameron 0.288421 -3.113872
domenici -0.791062 1.221624
requirement -4.243061 2.486772
capitol 2.714427 1.942791
lifeline -0.324420 -1.198503
part -1.100391 -0.024233
dbkg 1.908141 1.565435
option -1.285584 -0.334703
subsequently -0.703252 -1.585211
bankruptcies -1.341703 -1.462705
strict 0.982521 1.826885
u 1.696077 1.613012
crew -0.164493 0.056291
belgian 0.166854 -0.035817
listen 0.013996 -0.678131
incentive -1.926450 -2.206673
mcf -1.824732 -0.005159
regards -1.173390 1.067007
operators 0.963005 -0.328714
mailed 3.008667 1.504876
cwts -0.969403 -0.132992
asides -0.695822 -0.025727
tom -0.946714 -0.692674
rothschild 1.912734 -1.738699
he 1.504099 -0.965778
known 2.041004 1.451120
proportion 0.421018 1.043710
headache 0.513649 0.183417
leiner 0.605889 -0.917784
nominated -1.282223 3.756042
accustomed 0.179658 -1.129099
conducted 3.524289 -0.166115
noaa -0.370825 -1.263623
vahit -1.351578 1.540412
bradstreet -0.507560 0.458772
claim -0.536756 1.314256
sums -0.803775 -3.623055
commissioners 0.006957 -0.475783
oilseed 0.753467 0.894552
described 0.370033 -0.128765
choices 0.101375 0.775288
nauman -0.255769 -1.659059
doubled 0.913554 -1.552065
responds -1.085337 -0.116144
restarting -1.912778 0.607473
kaohsiung -1.683162 0.378052
barbosa -1.747015 -0.540978
presence -0.154368 0.332455
hits -0.099220 0.136443
amidst 0.949282 1.727620
pesos 0.030357 0.248340
agricoles -0.982323 1.398253
aspen -1.079731 0.158705
torrential -3.153697 3.243547
agricultural -1.234454 1.985402
invite 0.837147 2.801161
fanning -0.889543 0.584620
reasonably -0.331955 0.177794
lifts 1.875947 -2.434360
offering 1.021532 -3.292117
deferred 0.343813 2.229620
discourage -0.617248 -2.260662
encouraged 1.304609 -1.068071
rallied -1.735562 0.585866
senators -1.719818 -1.238435
decided -1.382691 1.929153
yangtze 1.174024 2.790040
icebreaker -0.013962 0.128885
satoshi 1.124645 1.709773
allows 1.519401 -0.394416
families 0.949693 0.286599
waterflooding -0.254492 -0.242738
frigate 0.796775 0.290969
nationwide 0.256990 -1.431375
drawn 2.878863 -0.353614
railways 1.231181 -1.927625
existence 2.291634 -1.388652
differing -1.837731 -1.194266
disastrous -1.682021 -1.958180
another 0.819722 -0.344805
itoh -2.003820 -2.136921
emphasis 0.196069 -0.309911
stockmarkets 0.481335 1.521958
dead 1.259234 0.203237
involvement 1.467695 -2.264750
provocative -2.265649 0.180967
harbour -1.722863 1.350315
anticipated 1.394196 0.122900
flavour 0.763511 -0.692949
marks -0.803390 0.730862
centre 0.305590 0.058849
foray 3.164950 -0.243277
contention -1.464545 0.086281
trigger -0.334566 -0.338890
taranto 0.682324 0.751081
disagree -0.582396 0.466786
beirut -0.849558 2.582093
locales -1.790427 0.773085
increased 0.258001 0.325189
carloadings -0.594080 -1.414500
bering -2.230425 1.475376
tasks -1.962786 3.554141
measure -2.126371 -0.759352
preventing -1.672211 1.770423
premiums -0.571077 0.882931
enforced -2.013248 -0.114927
downturn -0.643857 1.776533
prior -3.331702 1.457204
mounted 0.827810 -1.682936
hydrocarbon 1.851428 -1.630608
continents 3.378138 1.817196
materials -0.360284 1.261517
gunships 3.214308 1.475640
pbt -0.872647 -1.571131
sound 2.992546 0.085481
erupt 0.965129 -0.174262
strains 2.267995 0.659930
adminstration -1.102732 1.505614
rolls 1.405977 1.439352
hint 0.594000 -0.035392
shortfall 0.196510 -0.431625
sheer 0.884980 1.178305
possibly -0.777283 0.831883
series -0.207834 -0.454880
towed -0.984786 0.226791
tmoc -1.299902 -0.610363
mini -0.545353 0.024435
placing 0.625647 -3.498631
exerted 0.308354 -0.732202
tough 4.268712 -1.494718
members -1.216454 -2.765126
fact -0.586613 -3.452720
uae 0.042371 -2.419875
dangers 1.224753 0.521364
moisture -1.272211 0.987727
delimiting 0.002081 -2.067191
acting 2.185000 1.237900
modernization 1.927976 0.207349
elfp 0.949682 -0.703299
braverman 0.604702 -0.076806
linked -2.074704 0.514718
avoidance 0.412237 -2.346185
stage 0.316150 -0.357415
endangering 0.782730 0.315322
river 2.196744 -1.915943
cory 2.198529 -1.139614
isda -1.346035 -1.175363
ardeshir 0.377042 1.715216
reser 1.781235 -0.498267
decrease -2.788124 -0.867571
karl -0.706695 0.221607
deteriorated -0.198781 0.243338
news -0.542812 0.943279
sugarcane 2.983681 -0.244202
meetings 0.170699 -2.633868
oilmen 0.245271 1.233122
duri -1.621328 -0.970410
virulent -1.122516 -1.622406
facilties 0.962871 1.640872
faisal 1.603102 0.962124
anchorage -1.056024 1.594931
vegetables 1.455811 -1.018373
marches 0.261369 -2.023039
allocation -0.441426 0.856658
supplies 0.190195 1.264006
paying -2.373900 1.205884
representing -0.198636 1.420800
gb 0.518976 1.901367
alberts 1.422496 1.452693
observing -1.552689 0.746233
cuba 0.556544 -1.342044
pegging 0.498714 -0.542685
granule -2.730189 -1.169817
ageements -1.369057 -1.327848
till 3.756175 -1.233688
entitlements -1.082699 -1.052321
points 0.871674 -0.134689
alternatives 0.901551 0.148538
rebates 1.480849 1.366860
stands -1.932087 -1.118085
kay -0.876323 -0.360577
accounted 3.017157 1.427370
writers -1.234142 1.824316
streamlining -1.524243 -1.578572
silkworms 0.831384 -0.023637
discreetly -2.115876 0.432766
interviewed 1.519966 0.643727
alternate -0.882678 -1.557659
suffer 0.893891 -1.561348
refusal 0.654428 0.407306
matin 0.225257 0.122727
refer 0.427700 1.537881
revival 0.680541 -0.786919
bonanza -2.662322 -1.087681
sidetrack -1.902254 1.015486
frion 2.133793 -1.060764
inquiries -3.458434 -3.739316
black -0.546903 -1.520218
despatched -1.804153 2.236135
lethargy -0.306226 0.070085
workload -0.479840 -2.636771
mahasarakam -0.319659 -0.831163
relunctant -1.603412 -2.030132
citrus 0.855627 0.978316
unleaded 1.039430 1.656786
boycotts 0.775758 -1.344515
cain 0.444444 -0.180047
ketchup 2.590839 0.114674
awaits -0.546824 -0.041623
larsen -0.807277 0.248579
awaited -2.651461 2.403971
nugent 0.209414 -1.163898
resisting 0.775627 -2.199763
kleckner -1.303975 1.817494
tadashi 2.306714 -0.581018
nazionali 1.628762 -1.250383
stagnate -0.683028 -1.876914
wertheim -1.842524 -0.583177
tourism 0.395755 1.144372
sided 1.999757 0.621587
frost -0.922870 0.193887
enrolling 0.967556 2.165096
cutback 0.695966 -1.455714
thinking -0.075276 0.204836
antagonize -2.139975 -0.341124
crosses 2.856751 0.726546
resolved -0.060166 -2.060524
manufactured 1.226924 1.118830
opposite -0.084637 0.480914
speakes -0.242806 -1.006955
negotiation 1.308809 -1.165622
shaky -3.504225 -2.019518
accident -1.273371 -0.533570
iwc 0.909924 -3.216272
peruvian -0.385015 1.657230
rogers -0.480839 -1.738757
tillering 0.271497 -1.800623
rps -0.420264 -2.872538
leader -3.302274 -3.236539
artificially -1.383747 1.624591
cool 3.096698 3.509030
coordinating -1.341372 3.554409
enrolled 0.134683 0.173748
hotels -2.728955 0.130052
temporarily 1.562183 -1.227559
la -0.706534 -1.281385
reporters -1.157720 0.459501
geertsema -1.246007 -0.167326
dinar -1.587354 -0.382084
occidental -1.830870 0.669824
policy -0.206745 -2.118823
baldrige -1.263782 0.245988
meagre 2.140482 -3.170110
religiously -1.029768 -0.264429
deregulatory -1.824923 -2.238980
bukhoosh 0.531502 0.771628
hayashi -1.253125 -1.760244
militarily -0.533497 -0.588254
launching 0.478364 0.201343
dirty -1.100233 -0.846394
presently -0.709080 -0.157626
manitoba -1.766645 -0.057855
economically -0.786893 0.054085
abolish 1.680885 1.064041
interemdiate 1.666568 0.907403
variables -1.818930 -1.508023
industrier -1.492141 1.306607
deficit -0.573177 -1.077321
instability 0.209948 1.615736
econmomic 0.630729 1.135274
jackson 0.611853 -0.161136
editorial -0.198121 0.745885
millet -1.097328 -0.493590
monday -0.655889 2.307007
cancels -1.169914 -1.268006
jan 0.768300 -1.330466
gobert -2.195514 1.457077
excpanding 0.748515 0.584031
quiet -1.489155 -0.169104
forfeited 2.193141 0.966033
harm 2.865071 0.757124
schultz 1.541024 1.332891
imbalances -1.859193 0.095646
lof -1.053551 -0.340462
prepaying -0.575261 2.384711
dennis 0.399469 3.015576
janeiro 1.630651 -0.716615
writeoff -0.061494 0.065544
ranging 0.448461 0.279867
donald 1.024267 2.059992
tie 0.439850 0.739400
sharper -2.325082 2.434647
mostly 0.664778 -1.345647
confirms 0.278267 -0.520145
marker -1.856362 -0.988456
secretive -0.016952 -0.525096
renegotiations 2.372427 -0.545985
arisen -1.026503 -0.692717
questionable -0.900600 0.973821
concurred -0.380461 0.428242
mcas -0.320683 1.266586
aziz -1.289753 -0.603164
montagu 0.144427 1.539166
predecessor 1.137944 -0.420008
struggling -0.978548 -2.120295
juha -0.844121 -0.792941
terrorism -0.658297 -1.948134
fargo -0.069522 -0.874118
position -0.407350 -0.321738
davenport 0.418876 0.048516
advice 2.007005 -2.586154
norcen 0.178334 0.148816
sustained 0.715487 -1.396769
kansas -1.083598 0.049354
relied 0.487291 -1.123036
spudded 0.131869 -1.570702
protesting -1.045454 0.668745
taxation 0.228887 1.454247
ranger -0.586959 1.320200
appeal 0.396574 0.302200
exacerbating 0.546553 -1.307288
cash -1.538553 1.584356
pledges 0.862422 -1.892570
indebted -1.143517 0.237708
injury -0.931520 0.865947
separate 0.150176 2.016845
usurps 0.221859 1.388103
plausible -0.896034 -2.416332
abnormally -1.028558 0.752916
primarily 0.943457 -0.836051
colombian 0.439387 -0.521869
unfortunate 1.528153 -0.212580
restrictions -2.640587 -1.191029
unveils -2.565745 1.444604
dp 0.249759 -1.040962
brings -0.346781 0.259560
slipped 0.770761 -0.494075
non -1.941870 0.197053
contribute -1.631288 -2.251717
pollards 0.565537 -0.084395
fueled -0.008451 0.688750
supplied -1.705408 1.573050
reminded 0.745018 0.289373
guarding 0.870391 -0.003201
fellow 2.416951 1.435902
oilfields 1.297896 1.770838
harold -1.617097 1.072273
jeopardizing -2.204461 3.008859
rosenberg -0.352855 -1.530627
cower 0.695861 -0.427150
formica 0.797000 -2.377965
output -1.034460 0.372183
reversing -3.241281 0.809208
textile -0.454382 0.844014
committment -0.002351 1.936191
sleeping 3.936936 0.234010
realized 2.615365 0.457894
movements 0.512217 -0.915348
devastated -1.399340 -0.630406
orange -0.896933 -0.198231
inactive -1.555750 2.184063
plant 0.266769 0.033150
narrowing -1.363593 1.993472
diversity 1.900556 -0.263781
uranium 2.039803 -1.557471
handler 0.366186 -1.082821
tse 1.722691 -0.986344
grips 1.214321 2.213313
be -2.448202 2.242814
attacking -0.383596 0.974168
cloudy -0.775018 -0.459899
select 0.755028 2.850871
barons 0.707974 0.901884
entitled 1.684369 -0.614823
predictions 0.561239 0.181644
impasse 2.174639 -1.075183
intented 0.186834 -1.659443
available 0.711949 0.991126
european -0.727857 -0.270017
disputed -0.985372 1.302406
boundaries 2.302215 -0.055001
therby -0.418403 0.267505
danger 1.728793 0.534948
visits 1.841059 -0.264618
effected -0.234758 1.027404
uk 1.006606 -0.091830
rest 1.761178 2.292269
agressively -1.759666 2.091190
whether 1.596353 2.788366
hasty -1.952572 -1.631138
reiterates -0.577535 0.041963
homeland 0.275677 -0.758103
unsightly 0.050611 0.080737
attack -0.654791 -1.065081
honoured -0.068950 -1.412764
officially 1.416988 2.209064
westwego 1.750828 -0.913184
criticize 1.941935 1.058197
text 0.088143 1.102247
impressed 2.224162 1.606184
factory -0.584182 2.951819
influential -1.093556 -0.759272
bin 0.985390 1.669270
migrations 2.855692 -0.286200
kenneth 1.222092 2.999000
warmly -0.317981 -2.083208
leo -1.273390 1.442878
commitments 1.205145 -1.879459
ecuadorean 0.535387 -1.540432
grisanti 1.085694 -1.566580
threshold 0.389459 0.596800
feasibility 0.485289 -1.147722
intervening 0.735482 -1.270904
considerations 2.235107 4.496120
obliging -0.950683 0.619091
grid 0.935977 0.597208
drawdown 1.247844 -1.120443
challenging 1.054626 0.058507
roughage 2.184181 2.479844
habre -1.877555 -1.756745
underground 0.402477 -0.187689
rha 1.393639 -0.175945
activating -0.521500 1.868216
anticipate -0.296047 -1.307081
shorten -0.289445 -0.091725
zolotukhin -0.370083 0.184629
corruption 1.023630 1.686866
swingeing -1.326892 -0.779380
jimmy 0.329470 -0.877574
truck 0.782702 1.657453
sama -0.134858 1.052449
tumble -1.710276 -0.656814
reserveshelped -2.753403 -1.547427
y -1.206268 1.620755
bed -3.010462 0.408243
margaret 0.404211 0.050609
carries -1.391311 -1.796928
gain 0.260786 -1.446207
agrio 3.715838 2.106665
revived -0.483687 0.147193
man 0.385656 1.280188
unprotected 1.078206 -1.771994
overcast 2.003154 -2.256560
predictability 0.575493 -0.216142
annualised 3.085004 0.071072
think -1.329505 -0.020274
oversupply -1.028316 -1.347744
advocating 1.572904 -3.010567
jiyun 0.609631 -0.362354
nerco -2.692479 -1.173545
desired 0.343869 -0.539041
convoy 0.798196 0.487391
cite 2.615748 -1.401653
police 2.237402 -0.965457
swedish 2.365056 1.056339
toledo 2.670806 -0.186386
contributes -1.358837 -0.564939
coordinator 0.643295 1.231962
radical -0.444649 -1.146217
purchase -0.665478 -1.720445
greeks 1.460747 1.735232
pledged -0.880006 -1.604770
reventador 2.131368 0.303356
respect -1.225375 -1.756865
india -0.554177 0.449144
regressing -0.923137 2.572300
oel 2.067102 -2.682536
christians -0.516541 0.946269
environmental 1.890566 1.026439
quell -0.874725 1.752173
processed -0.614067 0.538969
blanket -0.539124 0.154607
midpoint -0.629814 -1.263775
forex -1.893255 1.135602
upgrading 0.552035 0.603642
there -1.935625 1.029170
scottish 1.405203 -0.453072
tapped -0.867747 -0.324404
stormy -0.403855 1.307013
midi -0.091237 0.201812
allocating -1.831497 -0.311907
thousand -1.501478 0.005534
counterpart -0.365111 -0.336303
stubbornly 0.416931 0.087121
ratios 1.235082 -0.556606
drafts 1.371478 1.489287
fengbang -1.966247 -0.075954
powerplants -2.549514 -1.661955
mtc 3.861427 1.605695
ecra -1.233516 -1.261908
savona 0.048090 -0.213791
anzola 2.456289 1.137132
permian 1.009334 1.396896
notion 0.556689 -0.891595
knowledge -0.111255 2.260714
hirozumi -0.049141 -1.252903
rushing -2.811116 0.812482
bbl -2.330374 0.105363
inelectra 0.970125 -0.119060
quan 0.874267 0.333137
makri 0.012758 2.544375
fisheries 1.445332 0.435677
kelley 1.168426 0.181167
beach 0.126254 -0.538377
earnings -1.981981 -2.557641
cancellations -3.050403 -0.453421
minatome 0.792723 1.129818
tables -3.010966 -1.260607
launches 0.951766 -1.542749
juergen 0.562688 -2.253744
innovative -0.753642 0.322667
located 1.837218 0.266742
coincide -0.142065 -0.855244
particulartly -2.799196 -2.431149
frans -2.878665 -2.704099
belgrade 2.852024 2.566465
gradually 0.568630 1.425775
takeshita 0.807618 1.480651
principally 2.084394 2.959101
calender 3.545085 1.658336
san -1.112991 -2.016149
herington 1.890981 0.114683
fine -2.146612 3.366051
smack -1.062594 -1.622940
marchie 0.556799 0.891290
gaurantees 0.385075 0.206074
vary -0.158939 0.364790
lieutenant 1.159390 1.722101
restrained -0.547219 -0.250758
plowing 0.040016 1.728142
efficacy 0.734340 -0.591406
restocking -1.239195 -0.873800
contractual 0.813097 1.228586
compensate -0.524216 1.176352
frights 2.848413 -1.924243
genossenschaftbank 1.216469 -1.054458
briefed -1.909105 -0.603730
naantali 0.218207 -1.238555
eridania -0.815870 0.612036
hf 0.613777 -0.948331
clout -1.411999 2.957559
satisfactorily 0.000404 -2.306860
chang -1.498829 -2.319401
futility -0.004259 -0.920240
inched 2.736381 3.079131
australian -1.260536 -0.747157
mizrahi 0.130724 0.684466
faster 2.356154 0.242314
burned 0.556190 -0.044918
attain 0.346214 1.658856
warplnes 0.061600 -1.942219
based 1.080193 1.644717
taker -1.228168 0.689479
particularly -2.530494 -1.787820
lot -1.234326 0.300234
recently -1.051077 1.613914
jin -1.885166 -2.047544
california 1.792888 -1.133833
longshot 0.502186 0.834560
banding 0.715445 -0.019290
overdone -0.630012 0.305384
jokes -0.502784 -1.284666
merrill 0.009033 -1.233863
sweetened -1.114119 1.695373
drawing -3.116450 -1.088617
frist -0.850728 -2.376658
explored -0.264563 -1.262308
mitsui 0.365382 0.081865
rife -1.059749 1.113313
liban -1.893476 1.710327
british -0.262941 0.246833
climes 1.217721 0.819311
agrument 1.895801 0.067197
organiaation -1.774905 0.853714
usx -1.709192 2.270558
synonymous -1.875374 0.524384
edgar -1.769298 2.576766
retaliated 0.390180 1.553097
negligible -0.840733 1.210778
jitters -0.388912 1.109069
flat -0.648708 -1.479860
julius 0.758018 -0.775873
shc -1.503221 -0.010418
acknowledged 0.054133 -1.455805
innovations 0.701993 -2.126249
irish 0.441058 0.038429
oppenheimer -0.844063 -1.233014
inferences -1.129591 0.116181
kolbin 1.073348 1.922282
nervousness -0.287190 1.916600
decoupling -0.267300 -1.530166
at -0.208974 -0.639435
soothed 0.695500 -0.519084
germans -0.026987 -0.779975
stormed 0.089750 -0.741198
pineapples -2.035686 0.001928
disobedience -0.217830 -0.277922
rio -1.689851 -0.730600
g -0.004186 -0.114065
per -0.013600 1.622730
of 0.764390 1.022934
coming -1.895452 -0.157578
rebuild -2.465535 1.011333
uncorrected 1.187543 1.605336
exploring 0.159478 -0.499161
pessimistic -1.222843 0.957933
spacing -0.515677 2.178386
balao -0.666838 0.144441
attacks 1.396394 0.409498
arusha -1.072852 0.919374
active -1.868417 0.063352
instill 0.788498 -2.285620
inns 0.845564 0.672558
minus -1.213308 0.669888
census -0.988252 0.938687
wood 1.324134 2.864305
permit -0.935731 -0.498260
kiel 3.843292 0.596071
inviting 0.606822 0.170868
momentary -0.670955 0.819507
resume -0.679740 2.477056
letting 0.336431 1.129767
infrastructure 0.968952 -2.983056
excluded 0.716610 -0.538322
redundancies 0.257541 -1.876883
evolving -0.161039 3.154053
perhaps -1.059451 -0.519295
milton -0.916736 -2.196778
intermittent -0.010309 2.446284
secret 0.211666 -0.904399
cano 1.085616 1.696640
collaterals -1.475004 0.776161
acquires -1.252853 -3.312036
varieties 0.456899 -0.328253
demerits 1.149507 1.408108
avert 0.836338 0.670292
eagle -3.263301 -1.652914
ergenc 0.971241 0.978617
ninety -0.183604 0.980753
kahn -2.211521 -2.600019
compound -2.829269 -4.078949
bis -0.086253 -0.033499
maki 0.376018 -1.298609
bombers 0.717309 1.241304
sumatra -1.713955 0.373557
hypothesis 0.100882 -0.276348
accession 1.086936 -0.694665
tuned 2.510988 2.150754
clearly 1.319408 -2.932405
travel -1.064152 -3.230975
scientist -1.449980 -1.259908
maribor -1.923590 0.455247
bagged -0.902364 0.844754
receive 1.654817 -0.531967
safeguards 0.041190 -0.256881
melilla -0.950912 1.878550
grande -1.362411 -0.556737
deteriorates 0.774987 -1.036508
unsuitable -1.916191 0.836222
mir -0.667457 0.429187
trunk 0.157830 -0.189524
gather -0.563042 0.684636
blown -0.881252 -0.292250
equivalent 2.039889 0.839295
indeed 0.225868 -1.163874
reactivate 1.245163 1.402896
block -1.776673 1.849273
alone -0.224264 -0.778342
electronics -1.578425 -0.974362
republican -2.856905 -1.168688
reiterating -0.306261 1.948214
juvena -1.417965 2.180444
florida 0.703650 -0.002431
approvals -0.736686 -0.645899
flip -1.013597 1.567887
selling 0.757939 1.681312
breaks -1.519767 -0.652183
gil -0.993958 -2.298468
parliamentarians -0.052904 0.282833
abrogated -2.161958 2.891790
unit 1.837312 0.059556
invested 2.188560 0.247193
paralyzed -0.553935 -0.889609
hill 0.204446 0.437284
implementing -0.958883 -2.864006
unwound 0.845607 0.893057
detracted 0.911127 2.799391
rearranged -0.886078 0.964507
cooler -1.403351 0.380670
topping -1.467836 0.130104
opting 1.298330 -1.024455
illustrated 2.071118 0.378175
agcny 0.964312 -0.337636
prospect -2.731133 -0.970227
bans -2.925527 0.110265
wholly -0.312452 -2.453335
elton -0.991160 0.051041
appropriate -1.392876 -0.444230
pass 0.267030 -1.366504
injects 1.528872 -0.320232
revaluation 1.737048 1.994277
floated 1.726824 -1.373728
vat 0.318423 0.426803
broadcast 0.623626 0.430629
computer 0.228077 0.102919
grouping -0.897156 1.207769
north 1.324515 -0.674965
belg 0.025075 -1.055691
mitchell -0.746080 -0.243031
meat -0.090283 -0.790447
dumping -3.383423 1.868077
sparks 1.097457 0.947471
backer 0.458590 -0.919624
worker 0.242076 -1.844633
dept 2.408844 1.513901
refiner -1.627948 -0.713488
ringgit 1.242356 -0.338552
outward 1.810152 -1.407093
origin -1.797108 1.407315
closing -1.226092 -0.147240
newfoundland 0.595528 -0.489747
acquired -0.979864 -3.400424
inputs -0.248788 2.307981
ef -1.273793 0.684315
wipe -0.678444 -1.330034
commun 1.667985 2.411024
iron -0.725155 0.914203
perceptions 0.243714 -0.835704
heaving -3.127945 -1.228083
austerity -0.382528 -2.791245
altamont 0.830537 -0.797188
heavier -1.850280 0.838344
extensive -0.082465 -0.887349
circulate -1.363180 0.967635
improves -1.416129 -0.153320
any 0.299586 -2.227873
currently 2.191618 -0.750812
surprised 0.297207 1.549114
improbable -1.909721 3.026646
richmond 1.250989 1.136617
gradual 1.372569 1.657031
brokers -0.312809 -1.237886
purees -1.017596 -0.263728
hiss -1.225713 0.608765
bakr -2.327032 -3.046672
boren -2.476130 4.167739
punt 0.599953 -0.395526
outcome -1.265697 -0.981242
preston 1.335726 2.376266
hussein -0.774591 -0.107593
disappointing -0.723267 1.689790
working 2.303418 0.043375
essentials -0.593594 0.419889
broader 0.149856 -0.104314
attractive 0.584539 0.486123
okutsu -1.458315 1.361188
later -0.112006 0.790798
guaranteeing -1.565408 -2.331311
handle 0.084782 1.500329
disution 1.604486 -1.745190
realise 0.143606 -0.993650
inflate -0.308352 -0.482778
postitions 1.401239 0.079270
posing 1.774435 2.649348
subsidised -0.291414 -0.737577
merits -0.577867 0.652339
decades 1.099436 0.093477
leaves 0.260536 0.144309
stems 0.333974 2.036598
possibilities -2.547561 -0.304829
publica -0.572583 0.029439
febraury -3.166070 1.547434
person 1.383463 -0.299922
centers -1.180603 0.341384
avaj -0.473693 1.001843
shadowed 1.091204 -2.627436
organisation -1.636093 -1.095247
reported 1.272844 -0.773957
general 0.569094 0.368713
conserve 1.144219 -0.295379
embodied 1.892079 -1.081083
krutikhin 1.172465 -1.994406
moi 0.172473 -1.688546
cautions 1.481038 1.844555
seventh 0.536197 0.827128
haber -0.096196 -0.540907
paulsboro -1.479516 1.235222
kwesi -1.599369 -0.206174
moroccan 0.380301 0.029311
hydrotreater 0.412981 -1.083427
grant -3.164684 1.046128
accentuating 0.472733 0.678441
elevated -2.217686 0.708917
ukraine -0.664546 2.505270
refinancement 2.385905 0.603970
academic 2.653918 -0.331379
laden 0.850915 0.099666
arden -1.410738 1.213920
examining 0.581526 0.786014
indianapolis 0.293277 -0.599667
burning -1.261282 0.168221
leigh -0.036652 0.178368
feelings 0.971600 1.148509
schroeder -0.768865 0.201616
ebullient -2.313491 1.939891
belt 0.586730 -0.209936
canned 0.304505 0.556739
armed 0.264696 1.451763
formerly 0.852138 -0.095449
indebtedness 3.037848 -0.111967
financials -0.645652 -3.286216
lubricant -1.141685 2.443978
life -2.468928 -1.195877
awarded 0.328915 -2.651973
hamburg 1.949984 0.922078
vermin 1.539108 0.362654
parcels 0.913620 -0.006931
focus 0.541604 -3.840965
witnessed 2.426093 1.055764
creating 0.563116 -0.881678
rebutting -0.638905 -0.091589
an 1.426426 -2.106237
willing -1.648438 -0.001897
objections -0.619246 -2.357981
alexander -1.394898 1.948208
awards 0.471108 -0.670827
muscles -0.400495 -1.058678
csis 2.315043 -1.637145
mmtc 2.974558 -1.021002
mckinley -1.956719 -1.940662
item -1.589375 -1.089310
harden 1.341493 0.518628
theorist -0.882280 1.455321
contain 0.906139 1.011518
boarded 2.698511 0.574616
hinging 0.554697 0.280077
handed -1.825017 -1.052549
rhetoric -0.809566 1.230294
hectarage 0.432507 -0.059831
cepe -0.477105 -0.915279
mining -1.108298 0.386047
yellow 1.103064 -3.192245
pared -0.770592 1.718902
onward 1.387207 -1.704964
emphasized 3.785874 -1.094856
disagreed -2.176042 0.447107
forestalled 1.818391 -0.793559
conductor 0.645143 -2.974059
approve -1.446084 0.333120
rumours 0.689435 0.196275
mmc -0.320717 0.336591
molding -0.960013 1.445393
favourable -0.063329 -1.509953
axis 0.327605 0.146712
concepts -1.587792 -0.444946
outside 1.087134 0.738269
firming 1.151398 0.565173
gesture 0.150927 -0.685114
haml -0.785785 1.649552
downturns -1.622223 -1.156193
jpm 0.811171 -0.156154
phone 0.002878 -2.161582
pains -0.191097 2.536254
higashi 1.465096 -2.038172
housewife 2.239174 -1.374120
bribe 1.728918 0.497575
pao 1.236120 1.312381
trade 1.323870 -0.557159
shimbun 1.714478 0.475665
normal -0.206160 0.648862
acceptable 0.446212 0.075951
defiant -0.232034 0.968554
patient -0.119501 1.834390
increases 1.869668 0.308357
shepherding 0.484872 1.878055
draining -0.281617 2.142247
obscuring -2.635396 0.886704
increasingly 0.359393 2.568232
whale 3.336926 -0.124411
must 1.397143 -1.560817
list 0.057564 0.160592
harmony -0.285015 1.187646
unrealistic 1.156694 1.754761
reenter 1.642900 1.285268
powdered -0.463649 1.041705
undertook 1.434466 0.481433
redirect -1.532179 -2.021522
liberalize -2.360514 -0.602487
diamond 2.305297 0.643788
alloys 2.200346 1.219136
glamorous 0.155715 -2.376073
enemy -1.449777 -1.113544
chapter 0.116019 -0.344374
politically 1.093962 -0.767795
peak -0.147870 1.068242
irna -1.763771 -0.771204
warmer 1.611653 -0.836982
paribas 1.471791 -0.813952
blamed 3.558652 -0.607937
waterway -1.891689 0.324865
sitting 0.216260 -1.464058
regularly -0.110497 -0.047251
speedy -0.401452 -2.053144
nudged -0.712111 -0.287772
erodible -0.666582 -0.212193
abuses -2.266244 -0.976459
coast 1.615119 -0.991019
corporation -0.619707 -0.407534
adjusted -0.790685 0.509050
lanston 0.136728 0.283357
kullberg 2.766778 1.804900
counties -0.142605 1.791200
ok -0.737811 0.417182
hebei 0.999126 -2.046526
farming -2.382898 -0.254073
democrat 0.933768 -0.918169
maciej 0.546029 0.590218
keeps -0.080451 -0.442481
gail 2.172426 -0.550675
reporter -0.818054 -0.821000
renew -0.545980 -1.982248
starts -1.984557 1.157281
doubts 0.155235 -2.380161
exclusively -2.176214 0.999508
disturbing 0.729070 -1.737385
quick -1.804990 1.731262
asserted -0.141289 -0.495953
plunges -0.672292 1.692340
thasos 0.399048 -0.331488
birr 1.666549 -0.222540
holdings 2.299398 0.704737
lavera 1.351704 0.407998
reflect 3.810962 0.160102
disclose 3.585443 -0.934499
realize 0.124968 -1.179129
far 0.426467 -0.865178
npeeq -0.673312 -1.951789
endof 1.159837 -2.155613
diplomacy 1.865262 -0.171530
jealously -0.485511 0.309214
recommendation 3.180191 1.259882
vegetative 1.115560 -1.240322
naccowlah 0.960143 -1.421380
rescheduling 1.120450 0.585183
knit 0.849879 1.506302
okesman 0.342530 0.092425
advocated 0.774370 -0.535743
fly -1.903269 0.639880
limitation -5.056251 0.338080
july 1.159452 1.426239
reconfirm 1.761027 -1.187653
earmarked 1.006984 1.372338
custom -1.635763 -0.888459
calculation 1.939483 0.271467
henrique -1.840744 1.021916
reportedly 1.507470 0.141995
aam -0.633817 -1.938180
lichtblau -0.031557 -2.903476
asm -1.419905 1.638169
utilizing -0.572772 1.361260
acceptance -0.290484 -0.111086
guiding 2.296962 -1.396568
associates -1.211960 -0.784200
nhy 0.603099 -1.025057
focusing 0.488184 -2.063926
reaffirmation -4.143269 0.621449
influencing 1.817694 -0.986305
lumpur -0.422813 0.800326
petroliferos 1.493523 0.862607
